"seqname","accession","tax_id","species_name","is_type"
"AY184273.1","AY184273.1","219545","Ameiurus melas","0"
"KM874552.1","KM874552.1","58321","Alburnoides bipunctatus","0"
"AY225663.1","AY225663.1","109273","Ambloplites rupestris","0"
"KM874532.1","KM874532.1","58321","Alburnoides bipunctatus","0"
"AF006715.1","AF006715.1","7936","Anguilla anguilla","0"
"HM173121.1","HM173121.1","58321","Alburnoides bipunctatus","0"
"AB021776.1","AB021776.1","7936","Anguilla anguilla","0"
"HM173102.1","HM173102.1","58321","Alburnoides bipunctatus","0"
"KJ564260.1","KJ564260.1","7936","Anguilla anguilla","0"
"EU492326.1","EU492326.1","7936","Anguilla anguilla","0"
"KM874534.1","KM874534.1","58321","Alburnoides bipunctatus","0"
"HM173104.1","HM173104.1","58321","Alburnoides bipunctatus","0"
"KJ564244.1","KJ564244.1","7936","Anguilla anguilla","0"
"HM173124.1","HM173124.1","58321","Alburnoides bipunctatus","0"
"KJ564226.1","KJ564226.1","7936","Anguilla anguilla","0"
"KJ564252.1","KJ564252.1","7936","Anguilla anguilla","0"
"HG794919.1","HG794919.1","7936","Anguilla anguilla","0"
"KM874614.1","KM874614.1","58321","Alburnoides bipunctatus","0"
"KM874560.1","KM874560.1","58321","Alburnoides bipunctatus","0"
"KJ564250.1","KJ564250.1","7936","Anguilla anguilla","0"
"KJ564256.1","KJ564256.1","7936","Anguilla anguilla","0"
"KM874612.1","KM874612.1","58321","Alburnoides bipunctatus","0"
"KJ564222.1","KJ564222.1","7936","Anguilla anguilla","0"
"KJ564267.1","KJ564267.1","7936","Anguilla anguilla","0"
"KJ564254.1","KJ564254.1","7936","Anguilla anguilla","0"
"HG794917.1","HG794917.1","7936","Anguilla anguilla","0"
"KM874610.1","KM874610.1","58321","Alburnoides bipunctatus","0"
"KJ564220.1","KJ564220.1","7936","Anguilla anguilla","0"
"KJ564270.1","KJ564270.1","7936","Anguilla anguilla","0"
"AY115978.1","AY115978.1","109273","Ambloplites rupestris","0"
"HM173106.1","HM173106.1","58321","Alburnoides bipunctatus","0"
"KM874530.1","KM874530.1","58321","Alburnoides bipunctatus","0"
"KM874569.1","KM874569.1","58321","Alburnoides bipunctatus","0"
"KJ564230.1","KJ564230.1","7936","Anguilla anguilla","0"
"KJ564268.1","KJ564268.1","7936","Anguilla anguilla","0"
"KM874561.1","KM874561.1","58321","Alburnoides bipunctatus","0"
"KM874563.1","KM874563.1","58321","Alburnoides bipunctatus","0"
"KM874565.1","KM874565.1","58321","Alburnoides bipunctatus","0"
"KM874640.1","KM874640.1","58321","Alburnoides bipunctatus","0"
"EU492310.1","EU492310.1","278165","Alosa fallax","0"
"KM874553.1","KM874553.1","58321","Alburnoides bipunctatus","0"
"KM874559.1","KM874559.1","58321","Alburnoides bipunctatus","0"
"AJ428497.1","AJ428497.1","61674","Acipenser sturio","0"
"KM874618.1","KM874618.1","58321","Alburnoides bipunctatus","0"
"AY184264.1","AY184264.1","27778","Ameiurus nebulosus","0"
"KJ564228.1","KJ564228.1","7936","Anguilla anguilla","0"
"KM874567.1","KM874567.1","58321","Alburnoides bipunctatus","0"
"KJ564234.1","KJ564234.1","7936","Anguilla anguilla","0"
"EU552576.1","EU552576.1","278165","Alosa fallax","0"
"KM874547.1","KM874547.1","58321","Alburnoides bipunctatus","0"
"KJ564218.1","KJ564218.1","7936","Anguilla anguilla","0"
"KM874545.1","KM874545.1","58321","Alburnoides bipunctatus","0"
"KJ564258.1","KJ564258.1","7936","Anguilla anguilla","0"
"KM874543.1","KM874543.1","58321","Alburnoides bipunctatus","0"
"KM874551.1","KM874551.1","58321","Alburnoides bipunctatus","0"
"KM874535.1","KM874535.1","58321","Alburnoides bipunctatus","0"
"AJ245839.1","AJ245839.1","61674","Acipenser sturio","0"
"KM874541.1","KM874541.1","58321","Alburnoides bipunctatus","0"
"HM560061.1","HM560061.1","54556","Alburnus alburnus","0"
"KM874606.1","KM874606.1","58321","Alburnoides bipunctatus","0"
"JQ436541.1","JQ436541.1","54556","Alburnus alburnus","0"
"HM173116.1","HM173116.1","58321","Alburnoides bipunctatus","0"
"KM874617.1","KM874617.1","58321","Alburnoides bipunctatus","0"
"KM874539.1","KM874539.1","58321","Alburnoides bipunctatus","0"
"KM874537.1","KM874537.1","58321","Alburnoides bipunctatus","0"
"KM874555.1","KM874555.1","58321","Alburnoides bipunctatus","0"
"KJ564238.1","KJ564238.1","7936","Anguilla anguilla","0"
"KM874557.1","KM874557.1","58321","Alburnoides bipunctatus","0"
"KJ564232.1","KJ564232.1","7936","Anguilla anguilla","0"
"NC_020356.1","NC_020356.1","38527","Abramis brama","0"
"KM874549.1","KM874549.1","58321","Alburnoides bipunctatus","0"
"EF427617.1","EF427617.1","7936","Anguilla anguilla","0"
"HM173109.1","HM173109.1","58321","Alburnoides bipunctatus","0"
"KM874533.1","KM874533.1","58321","Alburnoides bipunctatus","0"
"KM874521.1","KM874521.1","58321","Alburnoides bipunctatus","0"
"HM173111.1","HM173111.1","58321","Alburnoides bipunctatus","0"
"HM173103.1","HM173103.1","58321","Alburnoides bipunctatus","0"
"KM874523.1","KM874523.1","58321","Alburnoides bipunctatus","0"
"HM173125.1","HM173125.1","58321","Alburnoides bipunctatus","0"
"HM173105.1","HM173105.1","58321","Alburnoides bipunctatus","0"
"HM173123.1","HM173123.1","58321","Alburnoides bipunctatus","0"
"KM874527.1","KM874527.1","58321","Alburnoides bipunctatus","0"
"EU552574.1","EU552574.1","278165","Alosa fallax","0"
"EU223996.1","EU223996.1","7936","Anguilla anguilla","0"
"HM173129.1","HM173129.1","58321","Alburnoides bipunctatus","0"
"AJ555548.1","AJ555548.1","38527","Abramis brama","0"
"HG794920.1","HG794920.1","7936","Anguilla anguilla","0"
"HM173133.1","HM173133.1","58321","Alburnoides bipunctatus","0"
"KM874639.1","KM874639.1","58321","Alburnoides bipunctatus","0"
"KM874608.1","KM874608.1","58321","Alburnoides bipunctatus","0"
"AF006714.1","AF006714.1","7936","Anguilla anguilla","0"
"KJ564253.1","KJ564253.1","7936","Anguilla anguilla","0"
"KJ564251.1","KJ564251.1","7936","Anguilla anguilla","0"
"KC894466.1","KC894466.1","38527","Abramis brama","0"
"KJ564257.1","KJ564257.1","7936","Anguilla anguilla","0"
"AY115977.1","AY115977.1","109273","Ambloplites rupestris","0"
"KJ564243.1","KJ564243.1","7936","Anguilla anguilla","0"
"KJ564255.1","KJ564255.1","7936","Anguilla anguilla","0"
"KJ564245.1","KJ564245.1","7936","Anguilla anguilla","0"
"NC_008659.1","NC_008659.1","54556","Alburnus alburnus","0"
"KJ564247.1","KJ564247.1","7936","Anguilla anguilla","0"
"KJ564231.1","KJ564231.1","7936","Anguilla anguilla","0"
"KM874609.1","KM874609.1","58321","Alburnoides bipunctatus","0"
"HG794910.1","HG794910.1","7936","Anguilla anguilla","0"
"KM874562.1","KM874562.1","58321","Alburnoides bipunctatus","0"
"KM874564.1","KM874564.1","58321","Alburnoides bipunctatus","0"
"HG794918.1","HG794918.1","7936","Anguilla anguilla","0"
"EU492327.1","EU492327.1","7936","Anguilla anguilla","0"
"KJ564235.1","KJ564235.1","7936","Anguilla anguilla","0"
"KJ564261.1","KJ564261.1","7936","Anguilla anguilla","0"
"KM874615.1","KM874615.1","58321","Alburnoides bipunctatus","0"
"KM874566.1","KM874566.1","58321","Alburnoides bipunctatus","0"
"KJ564237.1","KJ564237.1","7936","Anguilla anguilla","0"
"KM874613.1","KM874613.1","58321","Alburnoides bipunctatus","0"
"KM874568.1","KM874568.1","58321","Alburnoides bipunctatus","0"
"KM874546.1","KM874546.1","58321","Alburnoides bipunctatus","0"
"KM874544.1","KM874544.1","58321","Alburnoides bipunctatus","0"
"HG794914.1","HG794914.1","7936","Anguilla anguilla","0"
"KM874611.1","KM874611.1","58321","Alburnoides bipunctatus","0"
"KJ564223.1","KJ564223.1","7936","Anguilla anguilla","0"
"KM874542.1","KM874542.1","58321","Alburnoides bipunctatus","0"
"HM560062.1","HM560062.1","54556","Alburnus alburnus","0"
"HM560060.1","HM560060.1","54556","Alburnus alburnus","0"
"KJ564266.1","KJ564266.1","7936","Anguilla anguilla","0"
"HM560059.1","HM560059.1","58321","Alburnoides bipunctatus","0"
"KM874570.1","KM874570.1","58321","Alburnoides bipunctatus","0"
"KM874540.1","KM874540.1","58321","Alburnoides bipunctatus","0"
"KM874526.1","KM874526.1","58321","Alburnoides bipunctatus","0"
"KM874607.1","KM874607.1","58321","Alburnoides bipunctatus","0"
"KM874528.1","KM874528.1","58321","Alburnoides bipunctatus","0"
"KM874550.1","KM874550.1","58321","Alburnoides bipunctatus","0"
"KJ564264.1","KJ564264.1","7936","Anguilla anguilla","0"
"KJ564239.1","KJ564239.1","7936","Anguilla anguilla","0"
"HM173114.1","HM173114.1","58321","Alburnoides bipunctatus","0"
"KM874558.1","KM874558.1","58321","Alburnoides bipunctatus","0"
"EU552575.1","EU552575.1","278165","Alosa fallax","0"
"EF427618.1","EF427618.1","7936","Anguilla anguilla","0"
"KM874524.1","KM874524.1","58321","Alburnoides bipunctatus","0"
"KJ564229.1","KJ564229.1","7936","Anguilla anguilla","0"
"KM874531.1","KM874531.1","58321","Alburnoides bipunctatus","0"
"DQ451325.1","DQ451325.1","109273","Ambloplites rupestris","0"
"KM874548.1","KM874548.1","58321","Alburnoides bipunctatus","0"
"KF552103.1","KF552103.1","38527","Abramis brama","0"
"HM560075.1","HM560075.1","98928","Aspius aspius","0"
"KJ564225.1","KJ564225.1","7936","Anguilla anguilla","0"
"KM874536.1","KM874536.1","58321","Alburnoides bipunctatus","0"
"AY184257.1","AY184257.1","27778","Ameiurus nebulosus","0"
"HM173115.1","HM173115.1","58321","Alburnoides bipunctatus","0"
"KM874525.1","KM874525.1","58321","Alburnoides bipunctatus","0"
"KJ564262.1","KJ564262.1","7936","Anguilla anguilla","0"
"AY184263.1","AY184263.1","219545","Ameiurus melas","0"
"KJ564219.1","KJ564219.1","7936","Anguilla anguilla","0"
"AY184271.1","AY184271.1","27778","Ameiurus nebulosus","0"
"KM874522.1","KM874522.1","58321","Alburnoides bipunctatus","0"
"KR025549.1","KR025549.1","98928","Aspius aspius","0"
"KM874538.1","KM874538.1","58321","Alburnoides bipunctatus","0"
"KM874554.1","KM874554.1","58321","Alburnoides bipunctatus","0"
"HM173134.1","HM173134.1","58321","Alburnoides bipunctatus","0"
"KM874556.1","KM874556.1","58321","Alburnoides bipunctatus","0"
"HM173136.1","HM173136.1","58321","Alburnoides bipunctatus","0"
"EU223995.1","EU223995.1","278165","Alosa fallax","0"
"KM874616.1","KM874616.1","58321","Alburnoides bipunctatus","0"
"DQ350254.1","DQ350254.1","54556","Alburnus alburnus","0"
"EU223997.1","EU223997.1","7936","Anguilla anguilla","0"
"KC465920.1","KC465920.1","40830","Barbus barbus","0"
"JN983691.1","JN983691.1","40830","Barbus barbus","0"
"KC465919.1","KC465919.1","40830","Barbus barbus","0"
"AY331019.1","AY331019.1","40830","Barbus barbus","0"
"JN983687.1","JN983687.1","40830","Barbus barbus","0"
"KC465921.1","KC465921.1","40830","Barbus barbus","0"
"AY331018.1","AY331018.1","40830","Barbus barbus","0"
"JN983690.1","JN983690.1","40830","Barbus barbus","0"
"JN983686.1","JN983686.1","40830","Barbus barbus","0"
"KP738604.1","KP738604.1","135647","Barbatula barbatula","0"
"AY013488.1","AY013488.1","40830","Barbus barbus","0"
"NC_020355.1","NC_020355.1","58317","Blicca bjoerkna","0"
"AY331020.1","AY331020.1","40830","Barbus barbus","0"
"JN983688.1","JN983688.1","40830","Barbus barbus","0"
"KC465927.1","KC465927.1","40830","Barbus barbus","0"
"HM560077.1","HM560077.1","58317","Blicca bjoerkna","0"
"AY281267.1","AY281267.1","135647","Barbatula barbatula","0"
"KC465923.1","KC465923.1","40830","Barbus barbus","0"
"KC465926.1","KC465926.1","40830","Barbus barbus","0"
"JN983689.1","JN983689.1","40830","Barbus barbus","0"
"HM560076.1","HM560076.1","58317","Blicca bjoerkna","0"
"KC465925.1","KC465925.1","40830","Barbus barbus","0"
"KC465924.1","KC465924.1","40830","Barbus barbus","0"
"AY331021.1","AY331021.1","40830","Barbus barbus","0"
"AF112408.1","AF112408.1","40830","Barbus barbus","0"
"JN983681.1","JN983681.1","40830","Barbus barbus","0"
"KP715096.1","KP715096.1","135647","Barbatula barbatula","0"
"AF112123.1","AF112123.1","40830","Barbus barbus","0"
"JN983682.1","JN983682.1","40830","Barbus barbus","0"
"AY331017.1","AY331017.1","40830","Barbus barbus","0"
"AY331022.1","AY331022.1","40830","Barbus barbus","0"
"KC465918.1","KC465918.1","40830","Barbus barbus","0"
"JN983683.1","JN983683.1","40830","Barbus barbus","0"
"AY331023.1","AY331023.1","40830","Barbus barbus","0"
"AF397298.1","AF397298.1","40830","Barbus barbus","0"
"KP738605.1","KP738605.1","135647","Barbatula barbatula","0"
"AY013487.1","AY013487.1","40830","Barbus barbus","0"
"JN983692.1","JN983692.1","40830","Barbus barbus","0"
"AY013486.1","AY013486.1","40830","Barbus barbus","0"
"AY013485.1","AY013485.1","40830","Barbus barbus","0"
"KC465922.1","KC465922.1","40830","Barbus barbus","0"
"JN983684.1","JN983684.1","40830","Barbus barbus","0"
"AY013484.1","AY013484.1","40830","Barbus barbus","0"
"DQ105254.1","DQ105254.1","135647","Barbatula barbatula","0"
"JN983685.1","JN983685.1","40830","Barbus barbus","0"
"AY331024.1","AY331024.1","40830","Barbus barbus","0"
"AB100917.1","AB100917.1","135647","Barbatula barbatula","0"
"JN105352.1","JN105352.1","7962","Cyprinus carpio","0"
"EU528843.1","EU528843.1","7957","Carassius auratus","0"
"JQ661392.1","JQ661392.1","59291","Coregonus lavaretus","0"
"KJ735894.1","KJ735894.1","7957","Carassius auratus","0"
"GU135599.1","GU135599.1","7957","Carassius auratus","0"
"EF363361.1","EF363361.1","52619","Chondrostoma nasus","0"
"LC097927.1","LC097927.1","7957","Carassius auratus","0"
"HQ689888.1","HQ689888.1","7957","Carassius auratus","0"
"JN412537.1","JN412537.1","217509","Carassius carassius","0"
"LC097915.1","LC097915.1","7957","Carassius auratus","0"
"GU135589.1","GU135589.1","7957","Carassius auratus","0"
"JN412535.1","JN412535.1","217509","Carassius carassius","0"
"AB852600.1","AB852600.1","7957","Carassius auratus","0"
"LC097917.1","LC097917.1","7957","Carassius auratus","0"
"JQ661453.1","JQ661453.1","59291","Coregonus lavaretus","0"
"AB852602.1","AB852602.1","7957","Carassius auratus","0"
"JN412533.1","JN412533.1","217509","Carassius carassius","0"
"JX960783.1","JX960783.1","59291","Coregonus lavaretus","0"
"KJ735900.1","KJ735900.1","7957","Carassius auratus","0"
"JQ661470.1","JQ661470.1","59291","Coregonus lavaretus","0"
"GU135601.1","GU135601.1","7957","Carassius auratus","0"
"JN412521.1","JN412521.1","7957","Carassius auratus","0"
"AB368679.1","AB368679.1","7957","Carassius auratus","0"
"JN412549.1","JN412549.1","217509","Carassius carassius","0"
"JQ652366.1","JQ652366.1","52619","Chondrostoma nasus","0"
"GU135567.1","GU135567.1","7957","Carassius auratus","0"
"JQ661419.1","JQ661419.1","59291","Coregonus lavaretus","0"
"GU135583.1","GU135583.1","7957","Carassius auratus","0"
"JN412519.1","JN412519.1","7957","Carassius auratus","0"
"KJ735898.1","KJ735898.1","7957","Carassius auratus","0"
"AB368704.1","AB368704.1","7957","Carassius auratus","0"
"GU135522.1","GU135522.1","7957","Carassius auratus","0"
"GU991400.1","GU991400.1","217509","Carassius carassius","0"
"JQ661445.1","JQ661445.1","59291","Coregonus lavaretus","0"
"JN412509.1","JN412509.1","7957","Carassius auratus","0"
"JQ661382.1","JQ661382.1","59291","Coregonus lavaretus","0"
"LC097478.1","LC097478.1","7957","Carassius auratus","0"
"Z75109.1","Z75109.1","52619","Chondrostoma nasus","0"
"GU135545.1","GU135545.1","7957","Carassius auratus","0"
"JN412539.1","JN412539.1","217509","Carassius carassius","0"
"GU135556.1","GU135556.1","7957","Carassius auratus","0"
"AB368700.1","AB368700.1","7957","Carassius auratus","0"
"GU135541.1","GU135541.1","7957","Carassius auratus","0"
"GU135526.1","GU135526.1","7957","Carassius auratus","0"
"GU135558.1","GU135558.1","7957","Carassius auratus","0"
"DQ868908.1","DQ868908.1","7957","Carassius auratus","0"
"KC238569.1","KC238569.1","217509","Carassius carassius","0"
"KJ735904.1","KJ735904.1","7957","Carassius auratus","0"
"AB368702.1","AB368702.1","7957","Carassius auratus","0"
"GU135524.1","GU135524.1","7957","Carassius auratus","0"
"AJ617497.1","AJ617497.1","59291","Coregonus lavaretus","0"
"HM000036.1","HM000036.1","7957","Carassius auratus","0"
"GU135504.1","GU135504.1","7957","Carassius auratus","0"
"LC097470.1","LC097470.1","7957","Carassius auratus","0"
"KP993137.1","KP993137.1","7962","Cyprinus carpio","0"
"AB158806.1","AB158806.1","7962","Cyprinus carpio","0"
"LC097475.1","LC097475.1","7957","Carassius auratus","0"
"JN412540.1","JN412540.1","217509","Carassius carassius","0"
"HQ689877.1","HQ689877.1","7957","Carassius auratus","0"
"JN412511.1","JN412511.1","7957","Carassius auratus","0"
"HQ689887.1","HQ689887.1","7957","Carassius auratus","0"
"AB158804.1","AB158804.1","7962","Cyprinus carpio","0"
"DQ399923.1","DQ399923.1","7957","Carassius auratus","0"
"GU991395.1","GU991395.1","7957","Carassius auratus","0"
"GU086396.1","GU086396.1","7957","Carassius auratus","0"
"FJ169953.1","FJ169953.1","7957","Carassius auratus","0"
"AB368677.1","AB368677.1","7957","Carassius auratus","0"
"HQ689883.1","HQ689883.1","7957","Carassius auratus","0"
"EF363346.1","EF363346.1","52619","Chondrostoma nasus","0"
"GU135547.1","GU135547.1","7957","Carassius auratus","0"
"AY191565.1","AY191565.1","98395","Cobitis taenia","0"
"KP993139.1","KP993139.1","7962","Cyprinus carpio","0"
"EF363340.1","EF363340.1","52619","Chondrostoma nasus","0"
"KJ735889.1","KJ735889.1","7957","Carassius auratus","0"
"EF363338.1","EF363338.1","52619","Chondrostoma nasus","0"
"AJ617499.1","AJ617499.1","59291","Coregonus lavaretus","0"
"GU135508.1","GU135508.1","7957","Carassius auratus","0"
"AB368708.1","AB368708.1","7957","Carassius auratus","0"
"HQ689865.1","HQ689865.1","7957","Carassius auratus","0"
"AB368710.1","AB368710.1","7957","Carassius auratus","0"
"HQ689863.1","HQ689863.1","7957","Carassius auratus","0"
"KF856965.1","KF856965.1","7962","Cyprinus carpio","0"
"JX960773.1","JX960773.1","27773","Coregonus autumnalis","0"
"EF363342.1","EF363342.1","52619","Chondrostoma nasus","0"
"HQ689861.1","HQ689861.1","7957","Carassius auratus","0"
"HQ689878.1","HQ689878.1","7957","Carassius auratus","0"
"GU135512.1","GU135512.1","7957","Carassius auratus","0"
"EF363360.1","EF363360.1","52619","Chondrostoma nasus","0"
"LC097924.1","LC097924.1","7957","Carassius auratus","0"
"JX402894.1","JX402894.1","98395","Cobitis taenia","0"
"EF363368.1","EF363368.1","52619","Chondrostoma nasus","0"
"AF045966.1","AF045966.1","7957","Carassius auratus","0"
"GU135514.1","GU135514.1","7957","Carassius auratus","0"
"AB368706.1","AB368706.1","7957","Carassius auratus","0"
"FJ169954.1","FJ169954.1","7957","Carassius auratus","0"
"HQ689869.1","HQ689869.1","7957","Carassius auratus","0"
"JQ661457.1","JQ661457.1","59291","Coregonus lavaretus","0"
"EF363356.1","EF363356.1","52619","Chondrostoma nasus","0"
"HQ689872.1","HQ689872.1","7957","Carassius auratus","0"
"HQ689867.1","HQ689867.1","7957","Carassius auratus","0"
"AB368688.1","AB368688.1","7957","Carassius auratus","0"
"EF363354.1","EF363354.1","52619","Chondrostoma nasus","0"
"GU135510.1","GU135510.1","7957","Carassius auratus","0"
"HM008693.1","HM008693.1","7962","Cyprinus carpio","0"
"EF363352.1","EF363352.1","52619","Chondrostoma nasus","0"
"EF363362.1","EF363362.1","52619","Chondrostoma nasus","0"
"JQ661390.1","JQ661390.1","59291","Coregonus lavaretus","0"
"GU991387.1","GU991387.1","7957","Carassius auratus","0"
"EF363348.1","EF363348.1","52619","Chondrostoma nasus","0"
"JX402898.1","JX402898.1","98395","Cobitis taenia","0"
"DQ532107.1","DQ532107.1","7962","Cyprinus carpio","0"
"GQ231969.1","GQ231969.1","98395","Cobitis taenia","0"
"JX402896.1","JX402896.1","98395","Cobitis taenia","0"
"EF363344.1","EF363344.1","52619","Chondrostoma nasus","0"
"DQ532111.1","DQ532111.1","7962","Cyprinus carpio","0"
"DQ532101.1","DQ532101.1","7962","Cyprinus carpio","0"
"AB368680.1","AB368680.1","7957","Carassius auratus","0"
"JX183534.1","JX183534.1","7957","Carassius auratus","0"
"HM237999.1","HM237999.1","7959","Ctenopharyngodon idella","0"
"AB368682.1","AB368682.1","7957","Carassius auratus","0"
"AB852597.1","AB852597.1","7957","Carassius auratus","0"
"JQ661429.1","JQ661429.1","59291","Coregonus lavaretus","0"
"FJ478020.1","FJ478020.1","7962","Cyprinus carpio","0"
"GU135530.1","GU135530.1","7957","Carassius auratus","0"
"AB852591.1","AB852591.1","7957","Carassius auratus","0"
"AB368684.1","AB368684.1","7957","Carassius auratus","0"
"AB852593.1","AB852593.1","7957","Carassius auratus","0"
"EF055472.1","EF055472.1","7957","Carassius auratus","0"
"EF363366.1","EF363366.1","52619","Chondrostoma nasus","0"
"EF363364.1","EF363364.1","52619","Chondrostoma nasus","0"
"AB368694.1","AB368694.1","7957","Carassius auratus","0"
"AB852585.1","AB852585.1","7957","Carassius auratus","0"
"JX183536.1","JX183536.1","7957","Carassius auratus","0"
"GU135515.1","GU135515.1","7957","Carassius auratus","0"
"EU528846.1","EU528846.1","7957","Carassius auratus","0"
